ID,CREDIT,GENDER,EDUCATION,MARRIAGE,AGE,PAY_FEB,PAY_JAN,PAY_DEC,BILL_AMT_FEB,BILL_AMT_JAN,BILL_AMT_DEC,PAY_AMT_FEB,PAY_AMT_JAN,PAY_AMT_DEC,DEFAULT_MAR
11040,110000,Female,Post Graduate,Married,48,1,-1,-1,0,0,0,0,0,0,0
11041,400000,Female,Graduate,Single,32,1,2,2,29864,29104,31379,0,3000,0,1
11042,50000,Male,Post Graduate,Single,25,1,2,-1,11023,9497,4273,14,1000,0,0
11043,100000,Female,Graduate,Married,28,-1,-1,-1,106203,108327,106142,8000,5300,3605,0
11044,120000,Male,Graduate,Married,34,2,2,2,118096,120455,116061,12000,0,9500,1
11045,220000,Female,Graduate,Married,43,-1,3,2,1090,1257,1090,167,0,0,1
11046,100000,Female,Post Graduate,Married,40,-1,-1,-1,90828,83479,73749,3523,3025,2344,0
11047,410000,Female,Graduate,Married,35,-1,-1,-1,99687,0,0,0,0,0,0
11048,50000,Female,Post Graduate,Married,28,1,2,-1,5490,4471,5570,0,1200,1308,0
11049,50000,Male,Graduate,Single,26,-1,-1,-1,50947,23750,11105,3432,1071,158,0
11050,90000,Female,High School,Married,33,2,2,2,75619,77116,78252,3300,3000,2100,0
11051,260000,Male,Graduate,Single,30,-1,-1,-1,-7,-7,-7,0,0,1551,0
11052,70000,Female,Graduate,Single,24,-1,-1,2,8244,10569,8159,2500,0,1000,0
11053,130000,Male,Post Graduate,Married,53,2,2,2,109994,125138,114344,17100,17,4000,1
11054,120000,Female,High School,Married,43,1,2,-1,2057,1722,716,524,716,926,0
11055,160000,Female,High School,Married,44,1,-1,-1,0,14121,0,14121,0,0,0
11056,50000,Female,Post Graduate,Single,32,-1,-1,-1,49138,49718,49437,2250,1900,1800,1
11057,220000,Female,Graduate,Single,27,-1,-1,-1,3352,3352,3352,3352,3352,3352,1
11058,500000,Female,Graduate,Single,28,-1,-1,-1,5392,6038,6972,1502,1502,502,0
11059,360000,Male,Graduate,Single,26,-1,-1,-1,7127,6872,3381,1034,3397,1156,0
11060,320000,Male,Post Graduate,Single,32,1,2,2,114180,115491,109226,5012,11,7013,0
11061,380000,Male,Graduate,Married,39,1,-1,-1,0,0,0,0,0,0,1
11062,70000,Male,Post Graduate,Married,45,-1,-1,-1,31218,32321,41713,1608,10000,1511,1
11063,120000,Female,Graduate,Married,32,-1,-1,-1,3556,326,326,652,326,476,1
11064,80000,Female,High School,Married,52,1,-1,-1,0,2583,3001,2583,3001,21306,1
11065,220000,Male,Graduate,Single,25,1,2,-1,222737,216397,207870,0,7109,6050,0
11066,20000,Male,Post Graduate,Single,34,-1,-1,-1,15494,11950,11292,1488,1220,608,0
11067,50000,Male,Post Graduate,Married,39,-1,-1,-1,46410,48710,8108,5000,2001,2000,0
11068,120000,Female,Post Graduate,Married,34,-1,-1,-1,326,499,1870,499,1870,652,0
11069,50000,Female,Graduate,Single,30,-1,-1,-1,14855,7468,12372,7468,12534,14031,0
11070,80000,Female,Graduate,Single,24,-1,-1,-1,81111,67891,56993,3000,7139,6000,0
11071,130000,Male,Post Graduate,Single,28,-1,-1,-1,119513,121776,122440,6000,4500,5100,0
11072,450000,Male,Graduate,Others,37,-1,-1,-1,324,302,5018,303,5041,1,0
11073,80000,Male,Post Graduate,Single,27,2,-1,-1,56789,58276,60102,2400,3000,2500,1
11074,100000,Female,High School,Married,39,-1,-1,-1,4247,4097,6314,1283,2500,1500,0
11075,260000,Female,Post Graduate,Married,43,2,2,2,2500,2500,2500,0,0,0,1
11076,50000,Male,High School,Others,45,-1,-1,-1,24077,22385,3000,1000,3008,5260,0
11077,200000,Female,Graduate,Single,30,-1,-1,-1,74961,69702,63210,2513,1656,5000,0
11078,260000,Female,Post Graduate,Married,40,-1,-1,-1,209,217,613,217,613,2339,0
11079,470000,Male,High School,Single,37,2,-1,-1,499024,494290,470617,20600,19000,14000,1
11080,100000,Female,Post Graduate,Married,41,-1,-1,-1,76828,77371,85154,4000,10200,2100,0
11081,360000,Male,Graduate,Single,31,-1,-1,-1,509,1350,0,1363,0,0,1
11082,50000,Male,Post Graduate,Single,24,-1,-1,-1,42025,37828,6382,1500,2000,1000,0
11083,20000,Female,Post Graduate,Married,23,-1,-1,-1,18774,18608,18312,1700,1577,2000,0
11084,360000,Female,Post Graduate,Single,34,1,-1,-1,0,0,0,0,0,0,1
11085,190000,Male,Graduate,Single,31,-1,-1,-1,182396,187565,188334,8300,5302,6037,0
11086,180000,Female,Post Graduate,Single,34,-1,-1,-1,59076,50505,38547,3000,3000,33000,0
11087,220000,Female,Post Graduate,Married,35,-1,-1,-1,228754,227903,93311,10626,3600,3100,0
11088,200000,Male,High School,Married,34,-1,-1,-1,75420,73548,47100,3015,1903,10033,0
11089,150000,Female,Post Graduate,Single,29,-1,-1,-1,1739,1984,112,1984,112,0,0
11090,240000,Male,Post Graduate,Married,41,-1,-1,-1,22165,21292,16469,7002,3002,5002,1
11091,340000,Female,Post Graduate,Single,28,-1,-1,-1,329096,259604,231178,10025,7007,7865,0
11092,100000,Female,Post Graduate,Single,26,-1,-1,-1,53743,52320,46686,3000,2500,3000,0
11093,80000,Male,High School,Married,29,-1,-1,-1,42488,43805,45126,2000,2051,1700,0
11094,210000,Male,Graduate,Married,40,-1,-1,-1,60183,63035,70237,10000,10000,10000,0
11095,300000,Female,Post Graduate,Married,38,-1,-1,-1,5848,24718,45114,24718,45533,17136,0
11096,220000,Female,High School,Married,37,-1,-1,2,200,400,200,400,0,200,1
11097,250000,Female,Graduate,Single,50,1,-1,-1,0,0,138,0,138,946,0
11098,70000,Male,Post Graduate,Single,32,-1,-1,-1,37199,38296,39357,1700,1700,1600,0
11099,170000,Male,Graduate,Single,27,2,-1,-1,46899,45809,44572,2732,2578,2300,0
11100,160000,Female,Post Graduate,Single,34,-1,-1,-1,57287,12226,13962,1264,2000,1000,0
11101,110000,Male,Post Graduate,Single,24,-1,-1,-1,105927,65575,66495,2375,2395,2397,0
11102,60000,Female,Graduate,Single,25,-1,-1,-1,564,2035,2175,2045,2175,3528,0
11103,290000,Female,Post Graduate,Single,29,-1,-1,-1,0,1591,0,1591,0,302,0
11104,240000,Female,High School,Single,33,-1,-1,-1,221960,223205,226399,9500,10000,7100,0
11105,30000,Female,Post Graduate,Single,23,4,3,2,28607,27868,28312,0,1200,1200,0
11106,490000,Male,Graduate,Married,45,-1,-1,-1,9763,7059,5606,7059,6000,3136,1
11107,20000,Male,High School,Single,43,1,-1,2,-20,780,780,800,0,0,0
11108,260000,Male,Graduate,Single,34,-1,-1,-1,254332,257628,161545,11710,7503,0,0
11109,210000,Female,Graduate,Single,32,-1,2,-1,552,276,381,0,381,404,0
11110,300000,Female,Graduate,Married,47,-1,-1,-1,3289,5189,7128,5189,7128,5923,0
11111,40000,Male,Post Graduate,Married,42,-1,-1,-1,780,0,780,0,780,0,0
11112,500000,Male,Graduate,Single,37,-1,-1,-1,3214,0,3030,0,3030,1167,0
11113,260000,Female,Graduate,Single,30,2,-1,-1,1196,1563,1443,2000,1500,1443,0
11114,90000,Female,Post Graduate,Married,37,-1,-1,-1,85220,86745,71536,3000,3000,2411,1
11115,20000,Male,Post Graduate,Single,25,-1,-1,-1,0,0,0,0,0,0,0
11116,270000,Female,Graduate,Single,31,-1,-1,-1,167428,168827,148031,6155,5382,3270,1
11117,100000,Male,Post Graduate,Married,42,-1,-1,2,58392,61562,61392,5500,2000,2,0
11118,350000,Male,Graduate,Single,31,-1,-1,-1,51900,1000,0,1000,0,0,0
11119,200000,Male,Post Graduate,Married,39,-1,-1,2,162,1879,1707,1879,8,617,0
11120,30000,Female,Post Graduate,Single,39,1,2,-1,26981,26264,27240,0,1500,600,0
11121,20000,Female,Post Graduate,Single,23,-1,-1,-1,390,390,390,390,390,390,0
11122,240000,Female,Graduate,Single,29,-1,-1,-1,1356,326,326,326,326,326,0
11123,50000,Male,Graduate,Single,30,1,2,2,7690,8805,9502,1400,1000,1000,0
11124,80000,Female,Graduate,Married,44,-1,-1,-1,68677,68947,67025,3152,2873,2380,0
11125,160000,Male,Graduate,Single,29,-1,-1,-1,2275,0,0,0,0,0,0
11126,250000,Female,Post Graduate,Single,26,-1,-1,-1,70522,72062,73511,2667,2700,3000,0
11127,50000,Female,Post Graduate,Single,31,-1,-1,-1,422,1334,3962,1532,3962,0,1
11128,80000,Female,High School,Married,45,-1,-1,-1,2516,0,1890,0,1890,0,0
11129,90000,Female,Post Graduate,Married,39,-1,-1,-1,27571,337,3734,337,3740,38,0
11130,20000,Male,Post Graduate,Single,22,-1,-1,-1,19666,20076,19875,20700,2000,800,0
11131,50000,Female,Post Graduate,Married,43,1,2,-1,43791,42809,45085,0,3000,4000,0
11132,150000,Female,Post Graduate,Single,23,-1,-1,-1,146480,147880,146958,6380,4570,4500,1
11133,50000,Female,Post Graduate,Married,39,1,-1,-1,0,0,0,0,0,2219,0
11134,500000,Female,Post Graduate,Single,39,-1,-1,-1,17749,22130,42532,10106,42744,0,0
11135,200000,Female,Graduate,Single,28,-1,-1,-1,326,326,326,326,326,326,0
11136,90000,Female,Graduate,Single,27,-1,-1,-1,25118,26128,25248,1440,1500,1500,0
11137,100000,Female,Post Graduate,Single,39,-1,-1,-1,100224,101236,101125,4000,3544,3519,0
11138,600000,Female,Post Graduate,Married,46,-1,-1,-1,2585,1649,3474,1652,3480,1957,0
11139,20000,Male,Post Graduate,Single,22,-1,2,-1,2880,1435,1170,0,1170,0,0
11140,60000,Female,Graduate,Married,37,-1,-1,-1,37934,39020,40071,2000,2000,2000,0
11141,180000,Female,High School,Others,40,-1,-1,-1,30712,27597,25427,1774,3000,892,0
11142,290000,Female,Graduate,Married,29,-1,-1,-1,232319,109791,106730,5071,4539,3000,0
11143,230000,Female,High School,Married,32,-1,-1,-1,8756,930,8400,930,8485,1900,0
11144,180000,Female,Post Graduate,Single,34,-1,-1,-1,115700,119834,121342,6000,5000,5000,0
11145,150000,Male,Graduate,Single,30,-1,-1,-1,3415,2419,1541,2425,1541,4,0
11146,460000,Male,Post Graduate,Married,39,-1,-1,-1,168182,165850,163366,6051,5677,5350,0
11147,140000,Female,Graduate,Single,36,-1,-1,-1,780,177,1170,177,1170,0,0
11148,500000,Female,Graduate,Single,41,-1,-1,-1,2345,3595,1537,3595,1537,363,1
11149,20000,Male,High School,Married,36,-1,-1,-1,6620,7114,3948,2151,3600,20044,0
11150,70000,Male,Post Graduate,Single,62,1,2,-1,24635,23020,22496,1100,1703,1000,0
11151,150000,Male,Graduate,Single,23,-1,-1,-1,1389,7139,813,7139,813,3032,0
11152,10000,Male,Post Graduate,Married,58,2,2,2,8857,9964,9654,1400,0,1000,1
11153,500000,Male,Graduate,Single,33,-1,-1,-1,76440,1397,56449,1397,56449,1515,0
11154,260000,Female,Graduate,Married,37,-1,-1,-1,2644,268,157,268,157,1484,0
11155,10000,Female,Others,Single,24,-1,-1,-1,5742,4576,4139,1500,2000,583,0
11156,210000,Female,Graduate,Single,37,-1,-1,-1,10128,19631,23906,19631,23906,0,0
11157,180000,Male,Graduate,Single,31,-1,-1,-1,2930,3300,2860,3300,2860,4216,0
11158,40000,Male,Post Graduate,Single,31,-1,-1,-1,37408,37681,37987,1931,1888,1458,0
11159,180000,Female,Post Graduate,Married,38,-1,-1,-1,9705,2170,0,1000,0,0,0
11160,250000,Female,Post Graduate,Married,39,-1,-1,-1,8040,8099,45964,8099,46224,6496,0
11161,50000,Male,Post Graduate,Single,23,-1,-1,-1,45256,41608,36554,2161,1621,1000,0
11162,400000,Female,High School,Single,35,-1,-1,-1,8125,7017,10525,7018,10542,13378,0
11163,240000,Female,Graduate,Single,30,-1,-1,-1,0,0,9625,0,9625,0,0
11164,180000,Female,Graduate,Married,33,-1,-1,-1,3060,2337,766,2337,766,316,0
11165,300000,Male,Graduate,Single,33,-1,-1,-1,4499,0,2299,0,2299,900,0
11166,300000,Female,Post Graduate,Single,32,-1,-1,-1,192727,194694,188465,8000,8001,5000,0
11167,140000,Male,Graduate,Married,35,1,2,-1,91296,88979,97448,0,10000,10000,0
11168,70000,Female,Graduate,Single,25,-1,-1,-1,2781,18180,3463,18180,1500,3000,0
11169,20000,Female,Graduate,Single,25,-1,-1,-1,15465,16489,17509,1280,1300,637,0
11170,290000,Male,Post Graduate,Married,36,-1,-1,-1,16082,27310,12811,27411,12821,11111,0
11171,130000,Female,Post Graduate,Single,24,2,2,-1,1176,0,41,0,41,1021,1
11172,70000,Male,Post Graduate,Married,37,-1,-1,-1,67573,68884,70511,3000,3500,0,1
11173,60000,Female,High School,Single,26,-1,-1,-1,58643,47548,48491,2100,2000,1000,0
11174,340000,Female,Post Graduate,Married,31,-1,-1,-1,18495,1609,17707,1611,17709,31780,0
11175,50000,Female,Graduate,Married,34,-1,-1,-1,51400,0,0,0,0,0,0
11176,150000,Male,Post Graduate,Single,29,-1,-1,-1,71593,71123,29040,3060,1531,80000,0
11177,180000,Female,Graduate,Single,28,-1,-1,-1,90874,79901,82451,3000,3900,3400,0
11178,50000,Female,Post Graduate,Single,30,-1,-1,-1,48779,50097,50313,2400,1700,348,0
11179,200000,Male,Post Graduate,Single,39,-1,-1,-1,15138,16396,6989,1513,1106,335,0
11180,140000,Female,Graduate,Married,33,-1,-1,-1,55222,54293,53294,2510,2450,1676,1
11181,190000,Female,Post Graduate,Married,45,2,-1,-1,140329,128107,131132,6800,7000,3585,0
11182,140000,Female,Graduate,Single,26,-1,-1,-1,84151,87784,90424,5000,5000,4000,0
11183,50000,Male,Post Graduate,Single,34,1,2,-1,50940,48429,23091,0,2000,500,0
11184,360000,Male,Post Graduate,Married,47,-1,-1,-1,8289,389,389,390,390,390,0
11185,180000,Male,Post Graduate,Single,29,1,2,-1,191262,183554,164619,0,7100,5500,0
11186,160000,Female,Others,Single,40,-1,-1,-1,147977,149890,124283,6000,4370,4400,0
11187,180000,Male,Post Graduate,Single,30,-1,-1,-1,40735,36337,36882,1581,4626,0,1
11188,200000,Female,Post Graduate,Married,39,-1,2,-1,3603,272,5881,0,5881,20,0
11189,350000,Female,Graduate,Married,32,-1,-1,-1,67761,63187,58719,8007,2200,3000,0
11190,90000,Female,Post Graduate,Single,29,-1,-1,2,83158,91759,88487,12128,0,3301,0
11191,50000,Male,High School,Single,34,-1,-1,-1,9110,10454,12274,1500,2000,0,0
11192,30000,Male,Graduate,Single,29,1,-1,-1,0,0,22015,0,22015,1000,0
11193,280000,Male,Post Graduate,Single,45,-1,-1,-1,170678,26031,191493,7000,208141,5003,0
11194,140000,Female,Post Graduate,Married,25,-1,-1,-1,140876,48005,13650,3600,4015,600,0
11195,200000,Male,Graduate,Single,38,-1,-1,-1,0,0,0,0,0,0,0
11196,20000,Male,High School,Married,29,-1,-1,-1,11136,20649,-1001,10000,0,1000,0
11197,120000,Female,Post Graduate,Single,28,-1,-1,-1,4174,3821,1113,3821,1113,390,0
11198,130000,Male,High School,Married,54,3,3,2,131139,132596,127906,6000,0,3029,0
11199,150000,Male,High School,Single,32,-1,-1,-1,148352,151267,143254,5210,5212,4610,0
11200,10000,Female,Graduate,Married,37,-1,-1,-1,7600,8473,8793,3000,3000,3014,0
11201,200000,Male,Post Graduate,Single,58,-1,-1,-1,105836,108055,110258,3923,4001,4025,0
11202,480000,Male,Post Graduate,Married,44,-1,-1,-1,21149,1729,20468,1743,20690,0,0
11203,80000,Female,High School,Single,39,-1,-1,-1,4285,1866,5256,1866,5256,4451,0
11204,200000,Male,Post Graduate,Single,31,-1,-1,-1,173103,176817,180416,6500,6546,6600,0
11205,50000,Female,Post Graduate,Married,40,1,2,2,37458,38514,30266,2010,0,2000,0
11206,130000,Female,High School,Married,32,-1,-1,-1,326,326,4058,326,4058,2000,1
11207,200000,Male,Post Graduate,Married,28,2,2,6,2443,2443,2443,0,0,0,1
11208,170000,Male,Graduate,Married,36,-1,-1,-1,82898,80400,29253,10000,1400,2500,0
11209,150000,Male,Graduate,Married,46,-1,-1,-1,97832,98403,99263,4555,3500,3300,0
11210,510000,Female,Graduate,Single,35,-1,-1,-1,198,3125,200,3125,200,22397,0
11211,270000,Female,Post Graduate,Married,65,1,-1,-1,0,2521,5145,2521,5184,8422,0
11212,130000,Male,Post Graduate,Single,26,2,2,-1,134836,128038,126862,0,5000,3500,1
11213,130000,Female,High School,Married,57,-1,-1,-1,125824,80801,81929,4000,4000,3000,1
11214,120000,Male,Post Graduate,Single,34,-1,-1,-1,67,0,0,0,0,222,0
11215,140000,Male,Graduate,Married,43,-1,-1,-1,1872,1249,1872,1249,1872,1453,0
11216,360000,Female,Graduate,Single,35,-1,-1,-1,6392,3773,17917,3000,18117,5371,0
11217,50000,Male,Post Graduate,Single,24,-1,-1,-1,15519,19520,21103,5000,2300,0,0
11218,30000,Female,Post Graduate,Married,31,-1,2,2,699,309,-471,0,0,1950,1
11219,30000,Male,High School,Single,26,1,-1,2,-857,29237,1170,30484,0,0,0
11220,150000,Female,Graduate,Married,42,-1,2,2,496,1188,940,940,0,965,0
11221,50000,Male,High School,Married,58,-1,-1,-1,50456,51400,0,2400,0,0,0
11222,10000,Female,Post Graduate,Married,22,-1,-1,-1,8730,8523,9527,1303,1307,493,0
11223,60000,Male,High School,Single,26,1,2,-1,61966,60308,47536,0,5021,5000,0
11224,200000,Female,Post Graduate,Single,28,-1,-1,-1,63314,64699,66029,3000,3000,2500,0
11225,50000,Male,High School,Single,46,-1,-1,-1,50297,46613,46666,1852,4050,676,1
11226,10000,Female,Post Graduate,Married,23,1,3,2,11640,10685,9730,0,0,3000,0
11227,310000,Female,Graduate,Single,44,-1,-1,-1,11983,7759,16799,7797,16818,20313,0
11228,170000,Male,Post Graduate,Single,29,-1,-1,-1,3362,64602,18070,64612,4000,910,0
11229,310000,Male,Post Graduate,Married,34,-1,-1,-1,63908,64224,4595,1867,1023,641,0
11230,20000,Male,Graduate,Married,50,-1,-1,-1,9164,0,0,0,50000,0,1
11231,230000,Female,Graduate,Married,39,1,-1,-1,0,0,0,0,0,0,1
11232,50000,Male,Graduate,Single,31,-1,-1,-1,4560,7302,9011,3000,2000,3000,0
11233,260000,Female,Graduate,Single,28,-1,-1,-1,39105,45868,44567,8000,8000,9000,0
11234,110000,Female,Post Graduate,Single,59,2,-1,-1,89595,126322,59115,2437,3804,1857,0
11235,210000,Female,Graduate,Single,30,1,-1,-1,0,0,0,0,0,0,1
11236,260000,Male,Post Graduate,Single,31,-1,-1,-1,62446,54074,46407,2000,2000,2000,0
11237,400000,Male,High School,Married,51,-1,-1,-1,373702,343591,352484,13000,15000,14000,0
11238,20000,Male,Post Graduate,Married,58,-1,-1,2,21116,21470,200,21654,0,0,0
11239,180000,Female,Post Graduate,Married,42,-1,-1,-1,390,1260,598,1260,598,2056,0
11240,180000,Male,Post Graduate,Single,26,3,2,2,129728,132185,126527,6006,5,5008,0
11241,30000,Male,High School,Single,44,2,2,2,28290,30728,29701,3600,0,600,0
11242,50000,Female,Post Graduate,Married,34,-1,-1,-1,40798,38937,34737,2000,2000,1000,0
11243,150000,Male,Graduate,Single,26,-1,-1,2,131490,145714,147332,16441,5500,5800,0
11244,30000,Female,Graduate,Single,23,4,4,3,29944,29399,28632,206,0,2500,0
11245,60000,Male,Graduate,Single,24,-1,-1,-1,8169,11027,27469,3000,17000,0,0
11246,500000,Male,Graduate,Married,40,2,2,2,267116,271396,265433,10100,0,9932,1
11247,180000,Female,Graduate,Married,37,2,2,-1,1310,0,0,0,0,0,1
11248,180000,Male,High School,Married,35,-1,-1,-1,111752,54470,48311,2258,1734,1183,0
11249,60000,Female,Post Graduate,Married,48,-1,-1,-1,46578,39085,18628,1308,1290,664,1
11250,200000,Female,Graduate,Married,30,1,-1,-1,0,0,0,0,0,0,0
11251,150000,Female,Post Graduate,Married,25,-1,-1,-1,147476,140352,110722,6640,4100,4000,1
11252,190000,Male,Post Graduate,Married,58,2,-1,-1,135184,139664,142293,6586,5881,3292,0
11253,170000,Male,Post Graduate,Single,42,-1,-1,-1,102141,100600,103156,4002,5107,3600,0
11254,280000,Male,Graduate,Single,29,-1,-1,-1,135056,130889,127768,4547,4584,3647,0
11255,290000,Female,High School,Married,43,-1,-1,-1,1994,390,390,390,390,390,0
11256,240000,Male,Post Graduate,Married,44,-1,-1,-1,21643,19743,20298,1400,1300,1000,0
11257,110000,Female,Post Graduate,Married,24,-1,-1,-1,42667,43734,43495,2600,1667,1525,0
11258,140000,Female,Graduate,Single,27,-1,-1,-1,126785,129752,132554,6500,6500,5000,0
11259,250000,Male,Post Graduate,Married,38,2,-1,-1,67788,22453,13683,5080,5028,15127,1
11260,100000,Male,High School,Single,32,2,2,-1,103540,98205,12605,254,1418,250,0
11261,20000,Female,High School,Married,54,-1,-1,2,6268,8221,6997,3000,0,3000,0
11262,120000,Female,Post Graduate,Single,27,2,-1,-1,51244,51819,53375,2000,2000,1700,0
11263,120000,Male,Graduate,Single,30,1,-1,-1,0,0,1990,0,1990,0,0
11264,130000,Female,Post Graduate,Single,25,1,2,2,4393,4178,10018,0,6000,0,0
11265,10000,Male,Post Graduate,Single,24,-1,-1,2,6933,9301,9000,2500,0,1000,0
11266,100000,Male,Graduate,Single,31,-1,-1,2,27163,29408,29395,3000,1000,0,0
11267,70000,Female,Post Graduate,Married,34,2,2,2,16965,17398,18310,1000,1500,900,1
11268,360000,Male,Graduate,Married,37,-1,-1,-1,25078,20970,14407,21006,14430,6820,0
11269,130000,Female,Graduate,Single,26,-1,-1,-1,0,0,0,0,0,402,0
11270,240000,Male,Post Graduate,Married,38,-1,-1,-1,132090,143966,155632,20030,20000,10070,0
11271,20000,Male,Post Graduate,Single,34,1,-1,-1,0,0,0,0,0,0,1
11272,60000,Female,Graduate,Married,43,-1,3,2,495,330,495,0,330,0,0
11273,20000,Male,Post Graduate,Married,45,4,3,2,21605,20987,20200,0,0,0,0
11274,50000,Female,Post Graduate,Single,29,-1,-1,-1,45013,43995,39478,2007,1358,680,0
11275,230000,Female,Graduate,Single,31,-1,-1,-1,20356,21504,21729,1676,1700,2007,0
11276,60000,Male,Graduate,Single,29,-1,-1,-1,40851,41891,44788,2000,3600,3700,0
11277,100000,Male,Post Graduate,Married,42,-1,-1,-1,100699,94528,89010,3368,3995,2800,1
11278,340000,Female,Graduate,Married,49,1,-1,-1,-11,-11,-11,0,0,2905,1
11279,260000,Male,Graduate,Single,30,-1,-1,-1,14096,15558,16986,2000,2000,1000,0
11280,220000,Female,Graduate,Single,41,-1,-1,-1,2500,0,0,0,0,0,0
11281,130000,Female,Graduate,Single,27,-1,-1,-1,5188,-26,3955,0,3981,0,0
11282,300000,Male,Graduate,Single,29,-1,-1,-1,298072,305851,245210,13636,10633,7016,0
11283,50000,Male,High School,Married,47,1,2,-1,66978,65198,48951,0,2600,635,1
11284,30000,Female,Post Graduate,Single,25,1,2,2,26568,27456,27915,1600,1200,0,0
11285,280000,Female,Graduate,Married,32,1,-1,-1,0,0,3508,0,3508,0,1
11286,50000,Male,High School,Single,26,2,2,2,22578,23720,23046,1800,0,950,0
11287,200000,Female,High School,Married,42,-1,-1,-1,1554,1645,1408,1345,1108,669,0
11288,360000,Male,Post Graduate,Married,32,-1,-1,-1,7230,9835,8217,5017,2041,2980,0
11289,50000,Male,Post Graduate,Single,23,-1,-1,-1,47038,51310,49956,10020,2170,1200,0
11290,280000,Female,Graduate,Single,31,-1,-1,-1,1558,0,940,0,940,0,0
11291,50000,Female,Graduate,Single,43,-1,-1,-1,42627,39610,26538,1610,1279,687,0
11292,180000,Female,High School,Married,31,-1,-1,-1,247,1562,1548,1562,1548,768,0
11293,140000,Female,Post Graduate,Married,37,1,-1,-1,0,177,1460,177,1460,0,1
11294,120000,Female,Graduate,Single,33,2,-1,-1,18653,19844,20908,1500,1400,1000,1
11295,20000,Male,Post Graduate,Single,30,-1,-1,-1,20001,20041,20205,1400,1290,694,0
11296,130000,Female,Graduate,Single,30,3,2,2,8830,9533,10220,1000,1000,600,1
11297,60000,Female,Post Graduate,Single,29,-1,-1,-1,54932,85672,41483,1900,1572,1000,1
11298,360000,Female,Graduate,Single,50,-1,-1,-1,11530,11753,0,11763,0,2855,0
11299,360000,Male,Graduate,Single,32,-1,-1,-1,26833,23626,20571,1722,2636,1006,0
11300,260000,Female,High School,Married,41,-1,-1,-1,137614,137133,134970,5700,9000,4500,1
11301,50000,Female,High School,Married,31,-1,-1,-1,50612,43616,43339,1879,1863,1042,0
11302,20000,Male,Post Graduate,Single,43,-1,-1,-1,54,54,54,0,0,0,1
11303,80000,Male,Graduate,Married,34,-1,-1,2,73839,78934,76649,6700,0,7500,1
11304,210000,Female,Graduate,Single,30,-1,-1,-1,1993,2722,2753,1062,1000,0,1
11305,500000,Male,Post Graduate,Single,30,-1,-1,-1,380417,377866,-3634,9027,3634,0,0
11306,50000,Male,Post Graduate,Married,31,-1,-1,-1,51319,52214,50260,5000,2300,1100,1
11307,30000,Female,Post Graduate,Single,27,2,-1,-1,29810,1651,0,1000,0,0,0
11308,260000,Male,Post Graduate,Married,38,-1,-1,-1,17949,5693,28669,5722,28811,1313,0
11309,200000,Male,Graduate,Married,40,-1,-1,-1,4394,3366,9379,3405,9436,4274,0
11310,290000,Female,Post Graduate,Single,41,-1,-1,-1,6959,6891,980,6891,980,4059,0
11311,30000,Male,Post Graduate,Single,27,-1,-1,-1,10410,11431,12439,1495,1503,594,0
11312,260000,Female,Post Graduate,Others,38,-1,-1,-1,8000,8000,8000,8000,8000,8000,0
11313,500000,Male,Post Graduate,Married,33,-1,-1,-1,88832,90687,84613,6047,5016,10055,0
11314,180000,Female,Post Graduate,Single,35,-1,-1,-1,0,0,0,0,0,2072,0
11315,50000,Male,High School,Single,30,2,-1,-1,50110,50322,27078,1500,1620,1000,1
11316,450000,Female,Graduate,Single,40,-1,-1,-1,9612,19253,6665,19293,6665,0,0
11317,110000,Male,High School,Single,24,-1,-1,-1,78453,48208,8882,1500,1900,40000,0
11318,340000,Male,Graduate,Single,29,-1,-1,-1,191426,190339,148694,8200,6500,6000,0
11319,20000,Female,Post Graduate,Single,22,-1,2,2,496,496,-4,0,0,404,0
11320,50000,Female,Post Graduate,Married,32,1,-1,-1,0,0,0,0,0,0,1
11321,140000,Female,High School,Married,35,-1,-1,-1,46915,115681,110827,70000,4130,4600,0
11322,400000,Female,Graduate,Married,31,-1,-1,-1,5581,2833,1162,2833,1162,325,0
11323,50000,Female,Post Graduate,Single,40,-1,-1,-1,15584,4377,0,4377,0,0,0
11324,130000,Male,High School,Single,53,-1,-1,-1,7477,6519,1403,6540,1411,5790,0
11325,70000,Male,Post Graduate,Single,29,-1,-1,-1,34449,35009,21307,1600,1300,500,1
11326,40000,Female,Graduate,Single,24,-1,-1,-1,19133,0,0,0,0,0,0
11327,130000,Female,Graduate,Single,29,-1,-1,-1,390,99235,98080,99235,4368,3449,0
11328,70000,Female,Post Graduate,Married,40,-1,-1,-1,43045,44088,45102,2036,2050,1809,0
11329,250000,Male,Graduate,Single,30,-1,-1,-1,6476,10023,12947,5000,5000,4000,0
11330,150000,Female,Others,Married,25,2,-1,-1,156252,121999,28119,3468,1867,92920,0
11331,300000,Male,Post Graduate,Single,31,-1,-1,-1,285038,291480,298378,12507,15056,5027,0
11332,20000,Male,Post Graduate,Single,24,-1,-1,-1,-331,19398,1238,19729,1000,5300,0
11333,20000,Female,Post Graduate,Single,23,-1,-1,-1,6872,7805,8801,1204,1200,10000,0
11334,20000,Female,Graduate,Single,24,2,2,-1,14750,14229,16438,0,2773,605,1
11335,210000,Female,High School,Married,42,1,-1,-1,0,1200,12466,1200,12466,6004,1
11336,220000,Male,Graduate,Single,31,-1,-1,-1,332,332,328,333,329,1029,0
